"country","indicator","group","Unit","Date","Value"
"Nigeria","International","All Groups","%","2018Q1","10.3176213315174"
"Nigeria","International","All Groups","%","2018Q2","10.5141325569014"
"Nigeria","International","All Groups","%","2018Q3","10.7715097889161"
"Nigeria","International","All Groups","%","2020Q2","11.6689902719196"
"Nigeria","International","All Groups","%","2020Q4","17.4525957723706"
"Nigeria","International","Educational Group","%","2017Q1","6.99613999715528"
"Nigeria","International","Educational Group","%","2017Q2","7.56544422141281"
"Nigeria","International","Educational Group","%","2017Q3","8.85744249028538"
"Nigeria","International","Educational Group","%","2017Q4","9.93893744949715"
"Nigeria","International","Educational Group","%","2018Q1","8.91926569542577"
"Nigeria","International","Educational Group","%","2018Q2","9.05760123166721"
"Nigeria","International","Educational Group","%","2018Q3","10.7715097889161"
"Nigeria","International","Never Attended","%","2010","1.62818941825206"
"Nigeria","International","Never Attended","%","2011","2.44577318159631"
"Nigeria","International","Never Attended","%","2012","8.41966230233144"
"Nigeria","International","Never Attended","%","2013","6.58579609233839"
"Nigeria","International","Never Attended","%","2014Q1","4.49204254610547"
"Nigeria","International","Never Attended","%","2014Q2","4.27093375480477"
"Nigeria","International","Never Attended","%","2014Q3","6.28131593043214"
"Nigeria","International","Never Attended","%","2014Q4","1.94846886736361"
"Nigeria","International","Never Attended","%","2015Q1","3.03801164020949"
"Nigeria","International","Never Attended","%","2015Q2","3.65655163199934"
"Nigeria","International","Never Attended","%","2015Q3","4.42112208404311"
"Nigeria","International","Never Attended","%","2015Q4","4.60979754767571"
"Nigeria","International","Never Attended","%","2016Q1","5.98615454360908"
"Nigeria","International","Never Attended","%","2016Q2","6.70188424756503"
"Nigeria","International","Never Attended","%","2016Q3","6.87459303240302"
"Nigeria","International","Never Attended","%","2016Q4","6.64003680757582"
"Nigeria","International","Never Attended","%","2017Q1","6.18989155948434"
"Nigeria","International","Never Attended","%","2017Q2","6.61099965591372"
"Nigeria","International","Never Attended","%","2017Q3","7.73118782596861"
"Nigeria","International","Never Attended","%","2017Q4","3.20657956535539"
"Nigeria","International","Never Attended","%","2018Q1","3.99404607716766"
"Nigeria","International","Never Attended","%","2018Q2","4.48510627190501"
"Nigeria","International","Never Attended","%","2018Q3","3.85200446397952"
"Nigeria","International","Never Attended","%","2020Q2","5.10221768978695"
"Nigeria","International","Never Attended","%","2020Q4","9.7831352638121"
"Nigeria","International","Below primary","%","2010","2.14950887571988"
"Nigeria","International","Below primary","%","2012","4.72990058063859"
"Nigeria","International","Below primary","%","2013","6.11288596257228"
"Nigeria","International","Below primary","%","2014Q1","4.16947980750732"
"Nigeria","International","Below primary","%","2014Q2","3.40913547183833"
"Nigeria","International","Below primary","%","2014Q3","4.78479997588294"
"Nigeria","International","Below primary","%","2014Q4","1.44734585609344"
"Nigeria","International","Below primary","%","2015Q1","6.61824640847983"
"Nigeria","International","Below primary","%","2015Q2","7.12818290405835"
"Nigeria","International","Below primary","%","2015Q3","8.49287796139136"
"Nigeria","International","Below primary","%","2015Q4","8.9864668620979"
"Nigeria","International","Below primary","%","2016Q1","9.28802550268706"
"Nigeria","International","Below primary","%","2016Q2","10.0068397720527"
"Nigeria","International","Below primary","%","2016Q3","8.97487534308062"
"Nigeria","International","Below primary","%","2016Q4","8.76663363402807"
"Nigeria","International","Below primary","%","2017Q1","10.3224691189661"
"Nigeria","International","Below primary","%","2017Q2","9.22874983343056"
"Nigeria","International","Below primary","%","2017Q3","10.7820558540082"
"Nigeria","International","Below primary","%","2017Q4","2.59622083576742"
"Nigeria","International","Below primary","%","2018Q1","2.68165888463568"
"Nigeria","International","Below primary","%","2018Q2","13.4562268101126"
"Nigeria","International","Below primary","%","2018Q3","3.12047334249904"
"Nigeria","International","Below primary","%","2020Q2","19.5778389420528"
"Nigeria","International","Primary","%","2010","1.98000478893229"
"Nigeria","International","Primary","%","2011","1.95001224202669"
"Nigeria","International","Primary","%","2012","5.32911370602345"
"Nigeria","International","Primary","%","2013","4.65460717027241"
"Nigeria","International","Primary","%","2014Q1","3.17481640049491"
"Nigeria","International","Primary","%","2014Q2","3.0196981340634"
"Nigeria","International","Primary","%","2014Q3","4.43837359584722"
"Nigeria","International","Primary","%","2014Q4","1.37619316287495"
"Nigeria","International","Primary","%","2015Q1","2.18904911242731"
"Nigeria","International","Primary","%","2015Q2","2.60793536589204"
"Nigeria","International","Primary","%","2015Q3","3.16230716915741"
"Nigeria","International","Primary","%","2015Q4","3.28781192339198"
"Nigeria","International","Primary","%","2016Q1","4.25245761063463"
"Nigeria","International","Primary","%","2016Q2","4.73022906810752"
"Nigeria","International","Primary","%","2016Q3","4.85212793776571"
"Nigeria","International","Primary","%","2016Q4","4.73087582879928"
"Nigeria","International","Primary","%","2017Q1","4.7727689092142"
"Nigeria","International","Primary","%","2017Q2","4.93601477871301"
"Nigeria","International","Primary","%","2017Q3","5.85252499828197"
"Nigeria","International","Primary","%","2017Q4","5.18554907379182"
"Nigeria","International","Primary","%","2018Q1","10.5049591113972"
"Nigeria","International","Primary","%","2018Q2","6.37666109016947"
"Nigeria","International","Primary","%","2018Q3","6.26526535261011"
"Nigeria","International","Primary","%","2020Q2","5.34869375031268"
"Nigeria","International","Primary","%","2020Q4","13.0862508063794"
"Nigeria","International","Secondary","%","2010","2.15960347152866"
"Nigeria","International","Secondary","%","2011","2.42051748364885"
"Nigeria","International","Secondary","%","2012","7.8086769019619"
"Nigeria","International","Secondary","%","2013","7.92311815177247"
"Nigeria","International","Secondary","%","2014Q1","5.4042037343044"
"Nigeria","International","Secondary","%","2014Q2","5.13718394544371"
"Nigeria","International","Secondary","%","2014Q3","7.55418947647916"
"Nigeria","International","Secondary","%","2014Q4","2.34302127890968"
"Nigeria","International","Secondary","%","2015Q1","3.72693949465697"
"Nigeria","International","Secondary","%","2015Q2","4.3956246780054"
"Nigeria","International","Secondary","%","2015Q3","5.30663229869426"
"Nigeria","International","Secondary","%","2015Q4","5.54154348152679"
"Nigeria","International","Secondary","%","2016Q1","7.02568466722875"
"Nigeria","International","Secondary","%","2016Q2","6.17792983731961"
"Nigeria","International","Secondary","%","2016Q3","6.33713622101768"
"Nigeria","International","Secondary","%","2016Q4","6.13873327083484"
"Nigeria","International","Secondary","%","2017Q1","7.74779535805066"
"Nigeria","International","Secondary","%","2017Q2","6.46979290858828"
"Nigeria","International","Secondary","%","2017Q3","7.60488130012799"
"Nigeria","International","Secondary","%","2017Q4","13.8179122342003"
"Nigeria","International","Secondary","%","2018Q1","10.7620931295095"
"Nigeria","International","Secondary","%","2018Q2","11.9382447883223"
"Nigeria","International","Secondary","%","2018Q3","13.7190025520182"
"Nigeria","International","Post Secondary","%","2010","2.0117872706886"
"Nigeria","International","Post Secondary","%","2011","1.6098948734927"
"Nigeria","International","Post Secondary","%","2012","9.53973532109169"
"Nigeria","International","Post Secondary","%","2013","9.62164440011013"
"Nigeria","International","Post Secondary","%","2014Q1","6.5627352263568"
"Nigeria","International","Post Secondary","%","2014Q2","6.2377421961179"
"Nigeria","International","Post Secondary","%","2014Q3","9.17432615020499"
"Nigeria","International","Post Secondary","%","2014Q4","2.84796837905512"
"Nigeria","International","Post Secondary","%","2015Q1","4.53013633592521"
"Nigeria","International","Post Secondary","%","2015Q2","5.6586176893191"
"Nigeria","International","Post Secondary","%","2015Q3","6.81459960319874"
"Nigeria","International","Post Secondary","%","2015Q4","7.13379286625707"
"Nigeria","International","Post Secondary","%","2016Q1","8.85609017886393"
"Nigeria","International","Post Secondary","%","2016Q2","14.1387653161313"
"Nigeria","International","Post Secondary","%","2016Q3","14.0051907323869"
"Nigeria","International","Post Secondary","%","2016Q4","13.569316921154"
"Nigeria","International","Post Secondary","%","2017Q1","9.77932315168878"
"Nigeria","International","Post Secondary","%","2017Q2","15.3590485624975"
"Nigeria","International","Post Secondary","%","2017Q3","17.5717448245488"
"Nigeria","International","Post Secondary","%","2017Q4","19.0679408429888"
"Nigeria","International","Post Secondary","%","2018Q1","21.3488287623175"
"Nigeria","International","Post Secondary","%","2018Q2","22.7850114384033"
"Nigeria","International","Post Secondary","%","2018Q3","22.0339589365909"
"Nigeria","International","Age Group","%","2016Q3","7.40143726581801"
"Nigeria","International","Age Group","%","2016Q4","7.17330791934044"
"Nigeria","International","Age Group","%","2017Q1","7.11721623316225"
"Nigeria","International","Age Group","%","2017Q2","7.56544491720105"
"Nigeria","International","Age Group","%","2017Q3","8.85744323103302"
"Nigeria","International","Age Group","%","2017Q4","9.93893744949715"
"Nigeria","International","Age Group","%","2018Q1","10.3176213315174"
"Nigeria","International","Age Group","%","2018Q2","10.5141325569014"
"Nigeria","International","Age Group","%","2018Q3","10.7715097889161"
"Nigeria","International","15-24","%","2010","3.89905559551762"
"Nigeria","International","15-24","%","2011","5.20202426580441"
"Nigeria","International","15-24","%","2012","10.0712331105372"
"Nigeria","International","15-24","%","2013","12.6162684222768"
"Nigeria","International","15-24","%","2014Q1","8.60530962868477"
"Nigeria","International","15-24","%","2014Q2","8.17916632777291"
"Nigeria","International","15-24","%","2014Q3","12.026012167365"
"Nigeria","International","15-24","%","2014Q4","3.73015846635158"
"Nigeria","International","15-24","%","2015Q1","5.93339677906983"
"Nigeria","International","15-24","%","2015Q2","7.11939567150237"
"Nigeria","International","15-24","%","2015Q3","8.53290153436653"
"Nigeria","International","15-24","%","2015Q4","8.97538883909587"
"Nigeria","International","15-24","%","2016Q1","11.2387865147653"
"Nigeria","International","15-24","%","2016Q2","12.7221521588008"
"Nigeria","International","15-24","%","2016Q3","13.0265387921267"
"Nigeria","International","15-24","%","2016Q4","12.38795373376"
"Nigeria","International","15-24","%","2017Q1","11.9362253459447"
"Nigeria","International","15-24","%","2017Q2","13.3957321529262"
"Nigeria","International","15-24","%","2017Q3","15.1637781951774"
"Nigeria","International","15-24","%","2017Q4","14.6243451913902"
"Nigeria","International","15-24","%","2018Q1","14.7272285623975"
"Nigeria","International","15-24","%","2018Q2","16.3616847541327"
"Nigeria","International","15-24","%","2018Q3","16.516256841453"
"Nigeria","International","15-24","%","2020Q2","22.2672648572771"
"Nigeria","International","15-24","%","2020Q4","38.493965418874"
"Nigeria","International","25-34","%","2010","1.89983297702064"
"Nigeria","International","25-34","%","2011","1.66941285763589"
"Nigeria","International","25-34","%","2012","7.85925489429832"
"Nigeria","International","25-34","%","2013","7.96273861987409"
"Nigeria","International","25-34","%","2014Q1","5.4312280797159"
"Nigeria","International","25-34","%","2014Q2","5.16226838369517"
"Nigeria","International","25-34","%","2014Q3","7.59019928262369"
"Nigeria","International","25-34","%","2014Q4","2.35428384084015"
"Nigeria","International","25-34","%","2015Q1","3.74485434982603"
"Nigeria","International","25-34","%","2015Q2","4.49339574636333"
"Nigeria","International","25-34","%","2015Q3","5.42352158589008"
"Nigeria","International","25-34","%","2015Q4","5.664803010315"
"Nigeria","International","25-34","%","2016Q1","7.07452017887543"
"Nigeria","International","25-34","%","2016Q2","8.1235770230147"
"Nigeria","International","25-34","%","2016Q3","8.27372198687109"
"Nigeria","International","25-34","%","2016Q4","8.00883487692454"
"Nigeria","International","25-34","%","2017Q1","7.80621585507631"
"Nigeria","International","25-34","%","2017Q2","8.42606316382136"
"Nigeria","International","25-34","%","2017Q3","9.83445762394049"
"Nigeria","International","25-34","%","2017Q4","14.7713667612201"
"Nigeria","International","25-34","%","2018Q1","15.7021097803704"
"Nigeria","International","25-34","%","2018Q2","15.8270292675492"
"Nigeria","International","25-34","%","2018Q3","15.8345013047615"
"Nigeria","International","25-34","%","2020Q2","16.8492763774377"
"Nigeria","International","25-34","%","2020Q4","22.9514921463819"
"Nigeria","International","35-44","%","2010","1.25561567284737"
"Nigeria","International","35-44","%","2011","1.28683643648534"
"Nigeria","International","35-44","%","2012","5.66526288767567"
"Nigeria","International","35-44","%","2013","4.62614977332661"
"Nigeria","International","35-44","%","2014Q1","3.15540616731435"
"Nigeria","International","35-44","%","2014Q2","2.99914738548334"
"Nigeria","International","35-44","%","2014Q3","4.40971383930327"
"Nigeria","International","35-44","%","2014Q4","1.36777937548594"
"Nigeria","International","35-44","%","2015Q1","2.17566567592078"
"Nigeria","International","35-44","%","2015Q2","2.61054929790402"
"Nigeria","International","35-44","%","2015Q3","3.16587681402258"
"Nigeria","International","35-44","%","2015Q4","3.29110729525906"
"Nigeria","International","35-44","%","2016Q1","4.26872364984261"
"Nigeria","International","35-44","%","2016Q2","4.27737039961785"
"Nigeria","International","35-44","%","2016Q3","4.38686331931192"
"Nigeria","International","35-44","%","2016Q4","4.28573972690085"
"Nigeria","International","35-44","%","2017Q1","4.80600213495552"
"Nigeria","International","35-44","%","2017Q2","4.48645455421207"
"Nigeria","International","35-44","%","2017Q3","5.33342855360892"
"Nigeria","International","35-44","%","2017Q4","7.14509488717418"
"Nigeria","International","35-44","%","2018Q1","7.54772437275591"
"Nigeria","International","35-44","%","2018Q2","6.97440552265972"
"Nigeria","International","35-44","%","2018Q3","7.41247354586213"
"Nigeria","International","35-44","%","2020Q2","5.79049419834927"
"Nigeria","International","35-44","%","2020Q4","11.9277810418073"
"Nigeria","International","45-54","%","2010","1.84582197631123"
"Nigeria","International","45-54","%","2011","2.10868022760152"
"Nigeria","International","45-54","%","2012","5.43819278280269"
"Nigeria","International","45-54","%","2013","4.3366145377717"
"Nigeria","International","45-54","%","2014Q1","2.95791985305959"
"Nigeria","International","45-54","%","2014Q2","2.81144078555296"
"Nigeria","International","45-54","%","2014Q3","4.13372460468013"
"Nigeria","International","45-54","%","2014Q4","1.28217464086368"
"Nigeria","International","45-54","%","2015Q1","2.03949804088256"
"Nigeria","International","45-54","%","2015Q2","2.44716375205455"
"Nigeria","International","45-54","%","2015Q3","2.96895049246839"
"Nigeria","International","45-54","%","2015Q4","3.08512790145225"
"Nigeria","International","45-54","%","2016Q1","4.02674696811292"
"Nigeria","International","45-54","%","2016Q2","4.55864049919242"
"Nigeria","International","45-54","%","2016Q3","4.67611749999481"
"Nigeria","International","45-54","%","2016Q4","4.57696809302367"
"Nigeria","International","45-54","%","2017Q1","4.54125187067104"
"Nigeria","International","45-54","%","2017Q2","4.81644946144645"
"Nigeria","International","45-54","%","2017Q3","5.73720961759155"
"Nigeria","International","45-54","%","2017Q4","4.01752868997287"
"Nigeria","International","45-54","%","2018Q1","4.08428403792789"
"Nigeria","International","45-54","%","2018Q2","3.81183074676638"
"Nigeria","International","45-54","%","2018Q3","4.87615000180471"
"Nigeria","International","45-54","%","2020Q2","3.08192567419156"
"Nigeria","International","45-54","%","2020Q4","8.14849710541161"
"Nigeria","International","55-64","%","2010","1.30966001556358"
"Nigeria","International","55-64","%","2011","1.54588362273965"
"Nigeria","International","55-64","%","2012","5.45526932337167"
"Nigeria","International","55-64","%","2013","4.765830598318"
"Nigeria","International","55-64","%","2014Q1","3.25067972269612"
"Nigeria","International","55-64","%","2014Q2","3.08970290175531"
"Nigeria","International","55-64","%","2014Q3","4.54285965109719"
"Nigeria","International","55-64","%","2014Q4","1.40907776852018"
"Nigeria","International","55-64","%","2015Q1","2.24135718860597"
"Nigeria","International","55-64","%","2015Q2","2.6893715793862"
"Nigeria","International","55-64","%","2015Q3","3.26070321690252"
"Nigeria","International","55-64","%","2015Q4","3.39047817702072"
"Nigeria","International","55-64","%","2016Q1","4.44203712924763"
"Nigeria","International","55-64","%","2016Q2","4.99062049829483"
"Nigeria","International","55-64","%","2016Q3","5.11922970281239"
"Nigeria","International","55-64","%","2016Q4","4.99728378840587"
"Nigeria","International","55-64","%","2017Q1","4.99093437688746"
"Nigeria","International","55-64","%","2017Q2","5.15724241803005"
"Nigeria","International","55-64","%","2017Q3","6.12269429989529"
"Nigeria","International","55-64","%","2017Q4","2.9069264849361"
"Nigeria","International","55-64","%","2018Q1","2.98294877302074"
"Nigeria","International","55-64","%","2018Q2","2.79007242259368"
"Nigeria","International","55-64","%","2018Q3","2.80647617715449"
"Nigeria","International","55-64","%","2020Q2","2.11748314477531"
"Nigeria","International","55-64","%","2020Q4","5.21962245602546"
"Nigeria","International","Gender","%","2017Q1","7.11721627624876"
"Nigeria","International","Gender","%","2017Q2","7.44631258823821"
"Nigeria","International","Gender","%","2017Q3","8.85744352247919"
"Nigeria","International","Gender","%","2017Q4","9.93893744949715"
"Nigeria","International","Gender","%","2018Q1","10.3176213315174"
"Nigeria","International","Gender","%","2018Q2","10.5141325569014"
"Nigeria","International","Gender","%","2018Q3","10.7715097889161"
"Nigeria","International","Male","%","2010","1.79038291324983"
"Nigeria","International","Male","%","2011","2.13630043414788"
"Nigeria","International","Male","%","2012","7.10758530414222"
"Nigeria","International","Male","%","2013","5.94939066879218"
"Nigeria","International","Male","%","2014Q1","4.0579628693193"
"Nigeria","International","Male","%","2014Q2","3.85700860192778"
"Nigeria","International","Male","%","2014Q3","5.67104647559416"
"Nigeria","International","Male","%","2014Q4","1.75901219203954"
"Nigeria","International","Male","%","2015Q1","2.79798227575038"
"Nigeria","International","Male","%","2015Q2","3.35725784818329"
"Nigeria","International","Male","%","2015Q3","4.06362442071309"
"Nigeria","International","Male","%","2015Q4","4.23247927365056"
"Nigeria","International","Male","%","2016Q1","5.47154437871596"
"Nigeria","International","Male","%","2016Q2","6.30726241569829"
"Nigeria","International","Male","%","2016Q3","6.46138062283063"
"Nigeria","International","Male","%","2016Q4","6.28527665789483"
"Nigeria","International","Male","%","2017Q1","6.52494309595707"
"Nigeria","International","Male","%","2017Q2","6.47208538693613"
"Nigeria","International","Male","%","2017Q3","7.83951662796494"
"Nigeria","International","Male","%","2017Q4","9.45393912264774"
"Nigeria","International","Male","%","2018Q1","10.031203149978"
"Nigeria","International","Male","%","2018Q2","9.54351609837886"
"Nigeria","International","Male","%","2018Q3","9.71757520571366"
"Nigeria","International","Male","%","2020Q2","10.3251200836541"
"Nigeria","International","Male","%","2020Q4","15.7542375904694"
"Nigeria","International","Female","%","2010","2.15350510590313"
"Nigeria","International","Female","%","2011","2.21190570305716"
"Nigeria","International","Female","%","2012","8.04642625136301"
"Nigeria","International","Female","%","2013","8.3076580886383"
"Nigeria","International","Female","%","2014Q1","5.6664908948631"
"Nigeria","International","Female","%","2014Q2","5.38588075545861"
"Nigeria","International","Female","%","2014Q3","7.91898158094538"
"Nigeria","International","Female","%","2014Q4","2.45626362072091"
"Nigeria","International","Female","%","2015Q1","3.90706903934472"
"Nigeria","International","Female","%","2015Q2","4.68803477041904"
"Nigeria","International","Female","%","2015Q3","5.65481170145931"
"Nigeria","International","Female","%","2015Q4","5.91018351798294"
"Nigeria","International","Female","%","2016Q1","7.4479534030408"
"Nigeria","International","Female","%","2016Q2","8.20775392080514"
"Nigeria","International","Female","%","2016Q3","8.38821462691251"
"Nigeria","International","Female","%","2016Q4","8.09789679815415"
"Nigeria","International","Female","%","2017Q1","7.7421774748083"
"Nigeria","International","Female","%","2017Q2","8.44174591131919"
"Nigeria","International","Female","%","2017Q3","9.89752775530039"
"Nigeria","International","Female","%","2017Q4","10.4330692308397"
"Nigeria","International","Female","%","2018Q1","10.6474206171777"
"Nigeria","International","Female","%","2018Q2","11.7063498188747"
"Nigeria","International","Female","%","2018Q3","12.0606640572734"
"Nigeria","International","Female","%","2020Q2","13.1185530652784"
"Nigeria","International","Female","%","2020Q4","19.6787620813694"
"Nigeria","International","Place of Residence

Urban","%","2017Q1","7.1172162762488"
"Nigeria","International","Place of Residence

Urban","%","2017Q2","7.56306160112331"
"Nigeria","International","Place of Residence

Urban","%","2017Q3","8.85744257990462"
"Nigeria","International","Place of Residence

Urban","%","2017Q4","9.93893744949715"
"Nigeria","International","Place of Residence

Urban","%","2018Q1","10.3176213315174"
"Nigeria","International","Place of Residence

Urban","%","2018Q2","10.5141325569014"
"Nigeria","International","Place of Residence

Urban","%","2018Q3","10.7715097889161"
"Nigeria","International","Urban","%","2010","3.99030013186754"
"Nigeria","International","Urban","%","2011","1.63956364415639"
"Nigeria","International","Urban","%","2012","6.39365555677299"
"Nigeria","International","Urban","%","2013","9.1436141656349"
"Nigeria","International","Urban","%","2014Q1","9.40274493146261"
"Nigeria","International","Urban","%","2014Q2","8.93503367768843"
"Nigeria","International","Urban","%","2014Q3","13.1404365248484"
"Nigeria","International","Urban","%","2014Q4","4.07582412794603"
"Nigeria","International","Urban","%","2015Q1","6.48323173692501"
"Nigeria","International","Urban","%","2015Q2","7.77913456386893"
"Nigeria","International","Urban","%","2015Q3","9.32801022045478"
"Nigeria","International","Urban","%","2015Q4","9.80711857634964"
"Nigeria","International","Urban","%","2016Q1","12.0100149489945"
"Nigeria","International","Urban","%","2016Q2","13.4917263976397"
"Nigeria","International","Urban","%","2016Q3","13.7301986040667"
"Nigeria","International","Urban","%","2016Q4","13.4597177983552"
"Nigeria","International","Urban","%","2017Q1","13.2869681500892"
"Nigeria","International","Urban","%","2017Q2","14.5776997084116"
"Nigeria","International","Urban","%","2017Q3","17.0006535632129"
"Nigeria","International","Urban","%","2017Q4","11.8295014294362"
"Nigeria","International","Urban","%","2018Q1","11.769107990611"
"Nigeria","International","Urban","%","2018Q2","13.0372543659103"
"Nigeria","International","Urban","%","2018Q3","13.0097001419409"
"Nigeria","International","Urban","%","2020Q2","13.9403541934678"
"Nigeria","International","Urban","%","2020Q4","19.1586630582653"
"Nigeria","International","Rural","%","2010","0.837056424175255"
"Nigeria","International","Rural","%","2011","2.45712515540892"
"Nigeria","International","Rural","%","2012","8.06843457227473"
"Nigeria","International","Rural","%","2013","6.20486358604514"
"Nigeria","International","Rural","%","2014Q1","2.88553754229347"
"Nigeria","International","Rural","%","2014Q2","2.74291427578169"
"Nigeria","International","Rural","%","2014Q3","4.03256955186557"
"Nigeria","International","Rural","%","2014Q4","1.2507989552732"
"Nigeria","International","Rural","%","2015Q1","1.98959013656618"
"Nigeria","International","Rural","%","2015Q2","2.38727999049368"
"Nigeria","International","Rural","%","2015Q3","2.89429688448912"
"Nigeria","International","Rural","%","2015Q4","3.00963272321572"
"Nigeria","International","Rural","%","2016Q1","3.91410568665479"
"Nigeria","International","Rural","%","2016Q2","4.34858243443051"
"Nigeria","International","Rural","%","2016Q3","4.46064620042158"
"Nigeria","International","Rural","%","2016Q4","4.30048569162433"
"Nigeria","International","Rural","%","2017Q1","4.33026918080725"
"Nigeria","International","Rural","%","2017Q2","4.49579153541131"
"Nigeria","International","Rural","%","2017Q3","5.27661025602093"
"Nigeria","International","Rural","%","2017Q4","9.14992159506187"
"Nigeria","International","Rural","%","2018Q1","9.59119377633882"
"Nigeria","International","Rural","%","2018Q2","9.31054310473659"
"Nigeria","International","Rural","%","2018Q3","9.84545309721593"
"Nigeria","International","Rural","%","2020Q2","10.4182024441098"
"Nigeria","International","Rural","%","2020Q4","16.4080206802448"
"Nigeria","International","NCE/OND/NURSING","%","2017Q4","16.8143216193498"
"Nigeria","International","NCE/OND/NURSING","%","2018Q1","24.1689714578698"
"Nigeria","International","NCE/OND/NURSING","%","2018Q2","26.1343075321387"
"Nigeria","International","NCE/OND/NURSING","%","2018Q3","25.475260901563"
"Nigeria","International","BA/BSc/Bed/HND","%","2017Q4","22.8117923146302"
"Nigeria","International","BA/BSc/Bed/HND","%","2018Q1","18.7385736370582"
"Nigeria","International","BA/BSc/Bed/HND","%","2018Q2","19.3724733984866"
"Nigeria","International","BA/BSc/Bed/HND","%","2018Q3","18.437652119597"
"Nigeria","International","MSC/MA/MAdm","%","2017Q4","8.52881965487363"
"Nigeria","International","MSC/MA/MAdm","%","2018Q1","9.01372673249977"
"Nigeria","International","MSC/MA/MAdm","%","2018Q2","10.2076651151922"
"Nigeria","International","MSC/MA/MAdm","%","2018Q3","10.3120670329282"
"Nigeria","International","Doctorate","%","2017Q4","4.52024380848224"
"Nigeria","International","Doctorate","%","2018Q1","4.85682295794606"
"Nigeria","International","Doctorate","%","2018Q2","5.4980414484318"
"Nigeria","International","Doctorate","%","2018Q3","5.60544074400863"
"Nigeria","International","Youth (15-34)","%","2016Q3","10.2042665876136"
"Nigeria","International","Youth (15-34)","%","2016Q4","9.80633986625051"
"Nigeria","International","Youth (15-34)","%","2017Q1","9.51695508724703"
"Nigeria","International","Youth (15-34)","%","2017Q2","10.4335237299727"
"Nigeria","International","Youth (15-34)","%","2017Q3","12.0265601120039"
"Nigeria","International","Youth (15-34)","%","2017Q4","14.7104114193052"
"Nigeria","International","Youth (15-34)","%","2018Q1","15.2850672409969"
"Nigeria","International","Youth (15-34)","%","2018Q2","16.058485303129"
"Nigeria","International","Youth (15-34)","%","2018Q3","16.1322458986811"
"Nigeria","Under Employement Rate","All Groups","%","2010","16.3354267490263"
"Nigeria","Under Employement Rate","All Groups","%","2011","17.903620400299"
"Nigeria","Under Employement Rate","All Groups","%","2012","16.7938873271518"
"Nigeria","Under Employement Rate","All Groups","%","2013","14.7932630757768"
"Nigeria","Under Employement Rate","All Groups","%","2014Q1","17.529840148489"
"Nigeria","Under Employement Rate","All Groups","%","2014Q2","17.7444249389813"
"Nigeria","Under Employement Rate","All Groups","%","2014Q3","15.4447090730136"
"Nigeria","Under Employement Rate","All Groups","%","2014Q4","17.8965193001293"
"Nigeria","Under Employement Rate","All Groups","%","2015Q1","16.6250964426853"
"Nigeria","Under Employement Rate","All Groups","%","2015Q2","18.3366938079068"
"Nigeria","Under Employement Rate","All Groups","%","2015Q3","17.3892995720513"
"Nigeria","Under Employement Rate","All Groups","%","2015Q4","18.7319426487121"
"Nigeria","Under Employement Rate","All Groups","%","2016Q1","19.1412713495984"
"Nigeria","Under Employement Rate","All Groups","%","2016Q2","19.2970702197817"
"Nigeria","Under Employement Rate","All Groups","%","2016Q3","19.7309409139967"
"Nigeria","Under Employement Rate","All Groups","%","2016Q4","20.9808336553119"
"Nigeria","Under Employement Rate","All Groups","%","2017Q1","20.385469982604"
"Nigeria","Under Employement Rate","All Groups","%","2017Q2","21.0613508862152"
"Nigeria","Under Employement Rate","All Groups","%","2017Q3","21.1887213289274"
"Nigeria","Under Employement Rate","All Groups","%","2017Q4","20.4545526621701"
"Nigeria","Under Employement Rate","All Groups","%","2018Q1","20.1808495726524"
"Nigeria","Under Employement Rate","All Groups","%","2018Q2","20.1005777332934"
"Nigeria","Under Employement Rate","All Groups","%","2018Q3","20.1350401869745"
"Nigeria","Under Employement Rate","All Groups","%","2020Q2","28.5732487516112"
"Nigeria","Under Employement Rate","All Groups","%","2020Q4","22.8425288469644"
"Nigeria","Under Employement Rate","Educational Group","%","2017Q1","20.3854695522873"
"Nigeria","Under Employement Rate","Educational Group","%","2017Q2","21.0613509771977"
"Nigeria","Under Employement Rate","Educational Group","%","2017Q3","21.1887212942466"
"Nigeria","Under Employement Rate","Educational Group","%","2017Q4","20.4545526621701"
"Nigeria","Under Employement Rate","Educational Group","%","2018Q1","17.4457225666988"
"Nigeria","Under Employement Rate","Educational Group","%","2018Q2","17.3160283693396"
"Nigeria","Under Employement Rate","Educational Group","%","2018Q3","20.1350401869745"
"Nigeria","Under Employement Rate","Never Attended","%","2010","13.6540936374779"
"Nigeria","Under Employement Rate","Never Attended","%","2011","20.1866075736883"
"Nigeria","Under Employement Rate","Never Attended","%","2012","16.4809340213021"
"Nigeria","Under Employement Rate","Never Attended","%","2013","16.3660400521514"
"Nigeria","Under Employement Rate","Never Attended","%","2014Q1","19.3935620902839"
"Nigeria","Under Employement Rate","Never Attended","%","2014Q2","19.637129045847"
"Nigeria","Under Employement Rate","Never Attended","%","2014Q3","17.0966491811736"
"Nigeria","Under Employement Rate","Never Attended","%","2014Q4","19.8123974425751"
"Nigeria","Under Employement Rate","Never Attended","%","2015Q1","18.4440138923705"
"Nigeria","Under Employement Rate","Never Attended","%","2015Q2","20.4058569765849"
"Nigeria","Under Employement Rate","Never Attended","%","2015Q3","19.3628606104359"
"Nigeria","Under Employement Rate","Never Attended","%","2015Q4","20.8457067881227"
